agency,code,description,unit,zone_a,zone_b,zone_c,zone_d
LGED,2.02.1.5,For additional lift of 1 m beyond 4.5 m up to 5.5 m,cum,315.0,309.0,286.0,286.0
LGED,2.02.1.6,For additional lift of 1 m beyond 5.5 m up to 6.5 m,cum,344.0,338.0,313.0,313.0
LGED,2.02.2.01,85% Compaction,cum,278.61,274.31,256.89,256.89
LGED,2.02.2.02,95% Compaction,cum,404.23,400.31,384.35,384.35
LGED,2.02.2.03,98% Compaction,cum,450.07,446.15,430.2,430.2
LGED,2.02.3.01,"Outside municipal area, 85% Compaction",cum,327.69,323.4,305.97,305.97
LGED,2.02.3.02,"Outside municipal area, 95% Compaction",cum,453.31,449.39,433.44,433.44
LGED,2.02.3.03,"Outside municipal area, 98% Compaction",cum,492.47,488.54,472.59,472.59
LGED,2.02.3.04,"Within municipal area, 85% Compaction",cum,395.98,391.68,369.41,369.41
LGED,2.02.3.05,"Within municipal area, 95% Compaction",cum,525.26,521.33,500.27,500.27
LGED,2.02.3.06,"Within municipal area, 98% Compaction",cum,568.68,564.75,543.39,543.39
LGED,2.02.4.01,Initial distance within 300m,cum,312.46,312.18,311.42,311.42
LGED,2.02.4.02,Distance 300m to 600m,cum,339.46,339.17,338.41,338.41
LGED,2.02.4.03,Distance 600m to 1.0km,cum,388.05,387.77,387.0,387.0
LGED,2.02.4.04,Distance 1.0km to 2.0km,cum,442.04,441.75,440.99,440.99
LGED,2.02.4.05,Distance 2.0km to 3.0km,cum,496.03,495.74,494.98,494.98
LGED,2.02.4.06,Distance 3.0km to 4.0km,cum,550.01,549.73,548.97,548.97
LGED,2.02.4.07,Distance 4.0km and above,cum,631.0,630.72,629.96,629.96
LGED,2.03.1,"CB: Providing clay blanket/clay cover by carried earth supplied at contractor's own cost including royalty in different thickness over the side slopes or crest of the road embankment with selected soil (clay content minimum 80% and silt content 0-20%) including throwing clay in layers not exceeding 150 mm in thickness, clod breaking, benching the side slopes and compacting to 95% of maximum dry density at optimum moisture content with reference to laboratory density test AASHTO standard hammer with suitable equipment dressing etc. complete as per direction of Engineer-in-charge. Composition of specified soil must be confirmed by laboratory test before use. (compaction will be done by the contractor with approved equipment including all ancillary charges for compaction and testing) as per direction of Engineer in charge. Payment will be made on compacted volume.",cum,453.31,449.39,433.44,433.44
LGED,2.04.1.1,For initial lead of 30 m and lift of 1.5 m,cum,259.0,255.0,236.0,236.0
LGED,2.04.1.2,Added for each additional lift of 0.3 m beyond 1.5 m and up to 3 m,cum,268.0,264.0,244.0,244.0
LGED,2.04.3,"EWEx(Dr): Earth work in re-excavation of Beel, River & Beel connectivity (Canal) etc. by small dredging unit according to the lines, grades and elevation as shown in the drawing, fitting of cutter machine, delivery pipe fitting, soil management, filling chamber, village platform and disposing of all excavated materials at a safe distance designated by the E-I-C in all types of clay/slurry/organic soils except rocky, gravelly, slushy soil, levelling, dressing, etc. all complete for an initial soil dumping lead upto 100m including arranging for and supplying all necessary tools and equipment at work site etc. complete as per direction of the E-I-C.",cum,121.7,121.62,121.14,121.14
LGED,2.04.4,"EWEx(M): Earth Excavation by Mechanical hydraulic Excavator (Long Boon) in roadway/canals/ponds, etc. with 0.90 cum bucket capacity, including cutting and loading in tippers or disposing of all excavated materials at a safe distance designated by the E-I-C, trimming bottom and side slopes, in accordance with requirements of lines, grades and cross sections, leveling, dressing, etc. all complete for an initial excavation depth of 3m and lead upto 20m. including cost of hire charges of Excavator and all other machines, equipment, fuels, lubricants and wages of operational staff etc. all complete as per the direction of the E-I-C",cum,105.88,105.82,105.38,105.38
LGED,2.05.1,"Leveling and dressing the embankment crown, road flanks, etc. in maintenance work by earth cutting and filling as necessary with maintaining proper slope and camber including compaction etc. all complete as per direction of the E-I-C.",sqm,15.46,15.22,14.11,14.11
LGED,2.05.2,"E/C(Mech): Compaction of earth in constructing of road embankment/road slopes/ canal bank/ compounds etc. as per design to profile in layers not exceeding 200mm thick, including clod breaking to a maximum size of 75mm, leveling, dressing, watering to bring moisture content ± 2% of OMC & compacting soil by vibratory soil compactor or by appropriate mechanical means to attain 95% of Maximum Dry Density (MDD) at Optimum Moisture Content (OMC) with reference to laboratory density test AASHTO-180 etc. all complete in all respect as per drawing, specification, direction and accepted by the Engineer-in-charge. [This item will be applicable where compaction events are not included in the items like compaction on box cutting soil]",cum,139.03,138.73,137.5,137.5
LGED,2.05.3,"ESC(Mech): Scarifying and loosening of existing earthen shoulder up to the minimum depth of 100mm, including removing all detrimental material, breaking clods, levelling, dressing, maintaining proper grade & cross-fall (minimum+5%), watering to OMC ± 2% & compacting by vibratory soil compactor or by appropriate mechanical means to attain minimum 95% of Maximum Dry Density (MDD) at Optimum Moisture Content (OMC) with reference to laboratory density test AASHTO-180 etc. all complete in all respect as per drawing, specification, direction and accepted by the Engineer-in- charge.",sqm,45.85,45.61,44.62,44.62
LGED,2.06.1,"Creating turf on the side slopes and top of embankment with good quality turf not less than 225 mm square chunk, watering till the grass grown including all leads and lifts etc. complete and accepted by the Engineer-in-charge. [PWD 24.3]",sqm,23.0,22.0,21.0,21.0
LGED,2.06.2,Supplying and planting vetiver (Binna) grass/lawn grass in a bunch of 2 to 3 stem @of 225mm c/c all over the side slope starting from 225mm beyond the edge of the shoulder and watering till the grasses are fully grown etc. all complete as per direction of E-I-C. The stem should be 125mm to 150mm long with roots. (The payment is to be made only when grasses are fully grown),sqm,58.59,57.79,54.6,54.6
LGED,3.01.1,BP: Preparation of bed by cutting and filling including watering to bring moisture content ± 2% of OMC & compacting by appropriate mechanical means etc. to obtain design CBR at minimum compaction 98% of Maximum Dry Density (MDD) etc. all complete as per direction of the E-I-C,sqm,16.13,16.03,15.33,15.33
LGED,3.01.2,"BC(150mm): Earth work in box cutting on road crest up to 150mm depth, maintaining proper grade, camber and alignment, super elevation on curves, removing soil to a safe distance or spreading the excavated earth on road flanks and slopes uniformly including leveling, dressing,watering and compacting the sub-grade soil by manual means etc. all complete as per direction of the E-I-C.",sqm,33.74,33.13,30.68,30.68
LGED,3.01.3.1,"BC(300mm): Earthwork in box cutting on road crest up to 300mm depth in all types of soil. Removing soil to a safe distance, maintaining proper alignment, camber and grade including leveling, dressing and compacting the sub grade as per drawing and accepted by the Engineer-in-charge. [PWD 24.2.1]",sqm,65.83,64.84,60.06,60.06
LGED,3.01.3.2.01,Degree of Compaction: Minimum 98% of MDD (Standard Proctor),sqm,77.18,76.07,71.04,71.04
LGED,3.01.3.2.02,Degree of Compaction: Minimum 95% of MDD (Modified Proctor),sqm,88.95,87.84,82.81,82.81
LGED,3.01.3.3.01,Degree of Compaction: Minimum 98% of MDD (Standard Proctor),sqm,148.51,146.3,136.55,136.55
LGED,3.01.3.3.02,Degree of Compaction: Minimum 95% of MDD (Modified Proctor),sqm,169.73,167.52,157.77,157.77
LGED,3.01.3.4.01,Degree of Compaction: Minimum 98% of MDD (Standard Proctor),cum,494.42,487.06,454.54,454.54
LGED,3.01.3.4.02,Degree of Compaction: Minimum 95% of MDD (Modified Proctor),cum,548.0,540.64,508.13,508.13
LGED,3.01.4.2.01,Degree of Compaction: Minimum 98% of MDD (Standard Proctor),sqm,106.87,105.22,98.03,98.03
LGED,3.01.4.2.02,Degree of Compaction: Minimum 95% of MDD (Modified Proctor),sqm,118.64,117.0,109.81,109.81
LGED,3.01.4.3.01,Degree of Compaction: Minimum 98% of MDD (Standard Proctor),sqm,179.8,177.1,165.08,165.08
LGED,3.01.4.3.02,Degree of Compaction: Minimum 95% of MDD (Modified Proctor),sqm,201.02,198.32,186.29,186.29
LGED,3.02.1.1,"Sand (FM 0.50) filling on the road bed in the improved sub-grade with sand (minimum FM 0.5) free from dust, earth, other vegetable growth, foreign materials etc. including supplying all materials, spreading, watering, compacting by appropriate mechanical means to obtain a minimum Soaked CBR 8% or Design CBR at minimum compaction 98% of Maximum Dry Density (MDD) (Modified Proctor), etc. all complete as per direction of the E-I-C.",cum,944.95,952.19,938.81,938.81
LGED,3.02.1.2,"Sand (FM 0.80) filling on the road bed in the improved sub-grade with sand (minimum FM 0.8) free from dust, earth, other vegetable growth, foreign materials etc. including supplying all materials, spreading, watering, compacting by appropriate mechanical means to obtain a minimum Design Soaked CBR but not less than 8% at minimum compaction 98% of Maximum Dry Density (MDD) (Modified Proctor), etc. all complete as per direction of the E-I-C.",cum,1015.5,1018.51,979.73,979.73
LGED,3.02.1.3,"Filling the road bed in the improved sub-grade with locally available sand (passing <=15% through #200 sieve) free from dust, earth clod, other vegetable growth, foreign materials etc. including supplying all materials, spreading, watering, compacting by appropriate mechanical means to obtain a minimum Soaked CBR 8% or Design CBR at minimum compaction 98% of Maximum Dry Density (MDD) (Modified Proctor), etc. all complete as per direction of the E-I-C.",cum,834.88,771.57,751.14,811.81
LGED,3.02.1.4,"SB for Uni-Paver: Providing compacted Sand Bedding over the finished base course, including supplying well graded sand of minimum FM=2.5, free from dust, earth, other vegetation, foreign materials, etc., including spreading sand uniformly of specified loose thickness on finished road surface maintaining grade, camber and super elevation, local handling, booming, watering, to bring moisture content ± 3% of OMC & compacting by appropriate mechanical means to obtain a minimum design compaction, etc. all complete in all respect as per drawing, specification, direction and accepted by the Engineer-in-charge.",cum,2885.42,2793.88,2824.25,2794.62
LGED,3.02.2,"PiISG: Labour charge for taking out the existing sand from road bed of any thickness and removing the debris including staking the materials at a specified distance, etc. all complete as per direction of the E-I-C.",cum,101.23,99.39,92.03,92.03
LGED,3.02.3,"CISG: Labour for spreading & compaction of Improved Subgrade consisting of sand having compacted thickness as per specifications including local handling, hand packing, watering, rolling in layers of specified loose thickness with 8~10 tonne road roller to achieve Design Soaked CBR but not less than 8% at a degree of compaction to minimum 98% Maximum Dry Density (MDD) (Modified Proctor ) etc all complete as per direction of the Engineering-in-charge. Thickness of each layer should not be more than 125mm loose and Payment will be made on compacted thickness. (The rate excludes the cost of sand)",cum,182.96,181.73,176.83,176.83
LGED,3.03.1,"Dis(SB/BC): Dismantling of damaged sub-base and Base course works in flexible paved road of any thickness by appropriate mechanical means and removing the debris to a safe distance, stacking properly including all tools and plants, etc. all complete as per direction of the E-I-C.",cum,194.53,192.69,185.33,185.33
LGED,3.03.2,"S&C(SB): Labour for mixing, spreading & compacting of Sub-base consisting of sand and crusher run aggregate made of well burnt picked 1st class bricks or stone having compacted thickness as per specifications including local handling, hand packing, watering, dry rolling followed by wet rolling in layers of specified loose thickness with 8~10 tonne road roller to achieve Design soaked CBR but not less than 30% at a degree of compaction to minimum 98% (Modified Proctor) etc. all complete as per direction of the Engineering-in- charge. Thickness of each layer should not be more than 100mm loose and Payment will be made on compacted thickness. (The rate excludes the cost of sand, brick/stone aggregates)",cum,453.85,448.33,431.77,431.77
LGED,3.03.3.1,"SBBC(FM-0.5): Providing compacted aggregate sand sub-base course with 38mm down Crusher run 1st class bricks/picked chips of LAA value not exceeding 40 & sand of minimum FM 0.50 mixed in proportion 1:1 by volume placed in layer(s), mixing properly, watering, compacting with 8~10 tonne road roller to attain each layer's minimum soaked CBR 30% or Design CBR at minimum compaction 98% of MDD (Modified Proctor) including supplying of all materials, labourers, tools and equipment etc. all complete as per direction of the E-I-C.",cum,4358.52,4350.5,4185.64,4185.64
LGED,3.03.3.2,"SBBC(FM<0.5): Providing compacted aggregate sand sub-base course with 38mm down Crusher run 1st class bricks/picked chips of LAA value not exceeding 40 & locally available sand (Passing <=15% through #200 sieve) mixed in proportion 1:1 by volume placed in layer(s) to give a maximum compacted thickness of 100mm in a single appropriate layer, mixing properly, watering, compacting with 8~10 tonne road roller to attain each layer's minimum soaked CBR 30% or Design CBR at minimum compaction 98% of MDD (Modified Proctor) including supplying of all materials, labourers, tools and equipment etc. all complete as per direction of the E-I-C.",cum,4294.87,4246.05,4077.12,4112.2
LGED,3.03.3.3,"SBSL(FM-0.5): Providing compacted aggregate sand sub-base course with 38mm down local Crushed stone (Louva) chips mixed with Bholaganj crushed stone chips, as necessary, having LAA value not exceeding 40 & sand of minimum FM 0.50 mixed in proportion 1:1 by volume placed in layer(s), mixing properly, watering, compacting with 8~10 tonne road roller to attain each layer's minimum soaked CBR 30% or Design CBR at minimum compaction 98% of MDD (Modified Proctor) including supplying of all materials, labourers, tools and equipment etc. all complete as per direction of the E-I-C.",cum,4076.19,4116.15,3661.79,3984.91
LGED,3.03.3.4,"SBBC(FM-0.8): Providing compacted aggregate sand sub-base course with 38mm down Crusher run 1st class bricks/picked chips of LAA value not exceeding 40 & sand of minimum FM 0.80 mixed in proportion 1:1 by volume placed in layer(s), mixing properly, watering, compacting with 8~10 tonne road roller to attain each layer's minimum soaked CBR 35% or Design CBR at minimum compaction 98% of MDD (Modified Proctor) including supplying of all materials, labourers, tools and equipment etc. all complete as per direction of the E-I-C.",cum,4399.32,4388.85,4209.3,4209.3
LGED,3.03.4.1,"SBBC(70:30): Providing compacted aggregate sand sub-base course with 38mm down brick chips made of 1st class /picked brick (LAA value not exceeding 40) mixed thoroughly with sand of requisite FM (FM not less than 0.8) to obtain a homogeneous mix complying with the specified grading requirement of the relevant item of Road Design standards, (Suggested mixing ratio Brick Chips 38mm downgraded 25% and 20mm downgraded 45% with 30% sand) including mixing, carrying, placing and spreading uniformly in appropriate layer to give specified compacted thickness not more than 100mm in a single layer, watering, compacting by 8~10 tonne road roller at OMC±3% to obtain each layer's minimum soaked CBR 50% or Design CBR at minimum compaction 98% of MDD (Modified Proctor), including supplying of all materials, their carriage, labourers tools and equipment etc. all complete as per direction of the E-I-C.",cum,5767.16,5750.78,5510.49,5510.49
LGED,3.03.4.2,"SBSC(50:50): Providing compacted aggregate sand sub-base course with 38mm down chips made of Crushed Stone (LAA value not exceeding 35) mixed thoroughly with sand of requisite FM (FM not less than 0.8) to obtain a homogeneous mix complying with the specified grading requirement of the relevant item of Road Design standards, (Suggested mixing ratio Crushed Stone 38mm downgraded 25% and 20mm downgraded 25% with 50% sand of total mix) including mixing, carrying, placing and spreading uniformly in appropriate layer to give specified compacted thickness not more than 100mm in a single layer, watering, compacting with 8~10 tonne road roller at OMC±3% to obtain each layer's minimum soaked CBR 50% or Design CBR at minimum compaction 98% of MDD (Modified Proctor), including supplying of all materials, their carriage, labourers tools and equipment etc. all complete as per direction of the E-I-C.",cum,7508.46,7646.31,6695.6,6932.41
LGED,3.03.5.1,"SBbySM(FM-0.5): Providing compacted aggregate sand sub-base course with 38mm down crusher run 1st class bricks/picked chips from suitable salvage materials and supplying sand of minimum FM 0.50 mixed in proportion of 1:1 by volume placed in layer(s), mixing properly, watering, compacting with 8~10 tonne road roller to attain each layer's minimum soaked CBR 30% or Design CBR at minimum compaction 98% of MDD (Modified Proctor) including supplying of all materials, labourers, tools and equipment etc. all complete as per direction of the E-I-C. (Excluding cost of 0.6650cum brick chips per cum work).",cum,1069.33,1064.41,1031.91,1031.91
LGED,3.03.5.2,"SBbySM(FM-0.8): Providing compacted aggregate sand sub-base course with 38mm down crusher run 1st class bricks/picked chips from suitable salvage materials and supplying sand of minimum FM 0.80 mixed in proportion of 1:1 by volume placed in layer(s), mixing properly, watering, compacting with 8~10 tonne road roller to attain each layer's minimum soaked CBR 35% or Design CBR at minimum compaction 98% of MDD (Modified Proctor) including supplying of all materials, labourers, tools and equipment etc. all complete as per direction of the E-I-C. (Excluding cost of 0.6650cum brick chips per cum work).",cum,1110.13,1102.76,1055.57,1055.57
LGED,3.04.1.1,"PiEE(75mm): Labour charge for picking up the existing brick on end edging (75mm across) including staking the materials at a specified distance, etc. all complete as per direction of the E-I-C.",m,9.45,9.28,8.59,8.59
LGED,3.04.1.2,"PiEE(125mm): Labour charge for picking up the existing brick on end edging (125mm across) including staking the materials at a specified distance, etc. all complete as per direction of the E-I-C.",m,18.22,17.89,16.56,16.56
LGED,3.04.2.1,"ReEE(75mm): Labour charge for Resetting the brick on end edging (75mm across) with 1st class/picked bricks including cutting trenches true to level & maintaining grade, removing earth, re-filling & ramming the sides properly, including supplying and filling the gaps with local sand, etc. all complete as per direction of the E-I-C.",m,17.4,17.17,15.99,15.99
LGED,3.04.2.2,"ReEE(125mm): Labour charge for Resetting the brick on end edging (125mm across) with 1st class/picked bricks including cutting trenches true to level & maintaining grade, removing earth, re-filling & ramming the sides properly, including supplying and filling the gaps with local sand, etc. all complete as per direction of the E-I-C.",m,29.02,28.65,26.75,26.75
LGED,3.04.3.1,"EE (75mm): Brick on end edging (75 mm across the road) with first class or picked jhama bricks and filling the gaps with fine sand (F.M. 0.80) including cutting trenches, true to level and grade, removing earth, refilling and ramming the sides properly including cost of all materials and accepted by the Engineer-in-charge. [PWD 24.7.1]",m,166.96,166.36,159.91,159.91
LGED,3.04.3.2,"EE(125mm): Brick on end edging (125mm across) with 1st class/picked bricks including cutting trenches true to level & maintaining grade, removing earth, re-filling & ramming the sides properly, including supplying and filling the gaps with local sand, etc. all complete as per direction of the E-I-C.",m,250.31,249.98,239.64,239.64
LGED,3.05.1.1,20mm downgraded,cum,5300.76,5283.58,5073.76,5073.76
LGED,3.05.1.2,40mm downgraded,cum,5131.43,5116.7,4914.24,4914.24
LGED,3.05.1.3,50mm downgraded,cum,4978.05,4965.78,4770.07,4770.07
LGED,3.05.1.4,63mm downgraded,cum,4877.43,4866.39,4674.97,4674.97
LGED,3.05.1.5,80mm downgraded,cum,4792.77,4782.95,4595.22,4595.22
LGED,3.05.2.1,20mm downgraded,cum,552.16,533.76,506.15,506.15
LGED,3.05.2.2,40mm downgraded,cum,441.73,427.01,404.92,404.92
LGED,3.05.2.3,50mm downgraded,cum,368.11,355.84,337.43,337.43
LGED,3.05.2.4,63mm downgraded,cum,331.3,320.25,303.69,303.69
LGED,3.05.2.5,80mm downgraded,cum,294.49,284.67,269.95,269.95
LGED,3.05.3.1,20mm downgraded,cum,9100.68,9299.45,7857.27,8265.25
LGED,3.05.3.2,40mm downgraded,cum,8953.43,9157.12,7722.29,8130.28
LGED,3.05.3.3,50mm downgraded,cum,8806.19,9014.78,7587.32,7995.31
LGED,3.05.3.4,63mm downgraded,cum,8622.13,8836.86,7418.61,7826.59
LGED,3.05.3.5,80mm downgraded,cum,8438.08,8658.95,7249.89,7657.88
LGED,3.05.4.1,"S&SBC(WG): Supplying and spreading 50mm downgraded crusher run 1st class and Picked brick chips of LAA value not exceeding 40% including supplying of required amount of 12mm downgraded chips made of same quality bricks to fill the voids including cost of materials, spreading uniformly in layers of specified loose thickness on road surface maintaining grade, camber and super elevation, etc. all complete as per direction of the E-I- C. Measurement will be made on loose volume.",cum,5067.68,5059.52,4850.74,4850.74
LGED,3.05.4.2,"S&SSC(WG): Supplying and spreading 50mm downgraded crusher run stone chips of LAA value not exceeding 35% including supplying of required amount of 12mm downgraded chips made of same quality stone to fill the voids including cost of materials, spreading uniformly in layers of specified loose thickness on road surface maintaining grade, camber and super elevation, etc. all complete as per direction of the E-I-C. Measurement will be made on loose volume.",cum,8729.07,8971.04,8041.94,8272.62
LGED,3.05.5.1,20mm downgraded,cum,2024.59,1957.11,1855.88,1855.88
LGED,3.05.5.2,40mm downgraded,cum,1840.54,1779.19,1687.16,1687.16
LGED,3.05.5.3,50mm downgraded,cum,1472.43,1423.35,1349.73,1349.73
LGED,3.05.5.4,63mm downgraded,cum,1288.38,1245.43,1181.01,1181.01
LGED,3.05.5.5,75mm downgraded,cum,1104.32,1067.51,1012.3,1012.3
LGED,3.05.6.01,Degree of compaction: minimum 98% of MDD (Modified Proctor),cum,596.03,593.94,581.73,581.73
LGED,3.05.6.02,Degree of compaction: 100% of MDD (Modified Proctor),cum,698.1,696.03,683.68,683.68
LGED,3.05.7.1.01,Degree of Compaction: Minimum 98% of MDD (Modified Proctor),cum,6966.94,6951.51,6677.63,6677.63
LGED,3.05.7.1.02,Degree of Compaction: 100% of MDD (Modified Proctor),cum,7371.41,7355.73,7069.63,7069.63
LGED,3.05.7.2.01,Degree of Compaction: Minimum 98% of MDD (Modified Proctor),cum,7468.51,7452.95,7177.92,7177.92
LGED,3.05.7.2.02,Degree of Compaction: 100% of MDD (Modified Proctor),cum,7998.35,7982.44,7694.78,7694.78
LGED,3.05.8.1.01,Degree of Compation: Minimum 98% of MDD (Modified Proctor),cum,9073.93,9284.61,8402.74,8616.25
LGED,3.05.8.1.02,Degree of Compation: 100% of MDD (Modified Proctor),cum,9583.74,9805.48,8881.0,9105.18
LGED,3.05.8.2.01,Degree of Compaction: Minimum 98% of MDD (Modified Proctor),cum,9993.64,10145.43,9065.46,9333.32
LGED,3.05.8.2.02,Degree of Compaction:100% of MDD (Modified Proctor),cum,10649.74,10809.54,9676.69,9957.94
