agency,code,description,unit,zone_a,zone_b,zone_c,zone_d
PWD,01.3.1,"Providing coloured progress picture & video of works, CCTV monitoring system operation and related data processing, regular data updating & all other relevant works regarding online monitoring system etc.","per
month",32498.0,32498.0,32498.0,32498.0
PWD,01.4.1,"Preparation & submission of work programme / schedule to the Engineer-in-charge for approval prior ground breaking showing the events (works) and successive sub-events of works including all the management & control parameters like Earliest Start Time (EST), Earliest Finish Time (EFT), float events on critical path, etc. with description of general method of works, in orderly manner all in the form of network diagram prepared in computer software like MS project/ Primavera and presenting in displayable hard and soft copy minimum 3 (three) sets.","per
tender",32076.0,32076.0,32076.0,32076.0
PWD,01.4.2,"Updating the work programme and submission to the Engineer-in-charge at intervals no longer than 28 days showing actual physical and financial progress achieved on each activity and the effect of the progress on the timing of the remaining work, including any changes to the sequence of the activities. However, Engineer’s approval of the programme shall not alter the contractor’s obligations. The contractor may revise the programme and submit it to the Engineer-in-charge again at any time. A revised programme shall show the variations and events related to change of contract price. Month wise documentation shall be the basis of payments on this item.","per
revision",9499.0,9499.0,9499.0,9499.0
PWD,01.5,Providing all necessary logistic support to frame ‘monthly progress meeting’ between contractor/contractor’s representatives and employer / employer’s representatives at the Engineer-in-charge's office at site. Month wise documentation shall be the basis of payments on this item.,"per
month",2425.0,2381.0,2205.0,2205.0
PWD,01.6,"Providing layout and carry over PWD/ temporary bench- mark (BM) at site from nearby BM pillar, property lines, existing ground level (EGL), formation ground level (FGL), highest flood levels (HFL), plinth levels (PL), setting and marking all pillars, marker, pegs etc. showing and",sqm,33.0,32.0,30.0,30.0
PWD,01.7,"Mobilization and cleaning site before commencing actual physical work and during contract period and demobilization after completion of the works under contract to be accepted by the Engineer-in-charge. This work shall also cover cleaning and clearing, cutting or filling, dressing the project area on and in the ground to an extent that all the events of works of the project can be executed smoothly in a working environment with a particular attention on safety and security in all respects, and to stockpile the end outcome to a place for disposal agreed by the Engineer-in-charge, where, payments are to be based on ground area determined by the Engineer-in-charge and be proportionate to the percentage progress of work under contract as a whole in all respects and approved by the Engineer-in-charge.",sqm,218.0,214.0,198.0,198.0
PWD,01.8,"Providing expertise architect having minimum qualification Bachelor of Architecture and relevant experience(s) more than 5 years with registration in respective professional body for detail documentation of architectural themes, drawings, working out shop drawings, communication with theme architect & getting approval, specifying architectural needs according to approved master architectural themes & plan, certifying as built drawing for the approval etc. and any relevant jobs assigned by the HOPE or his official at site. (max. man month not greater than 1/4 of initial contract duration or contract completion time whichever is less & payment for the item subject to submission of CV & approved by HOPE or his authorized officer).","per
month",80000.0,80000.0,80000.0,80000.0
PWD,01.9,"Providing expertise engineer having minimum qualification B.Sc. in Civil Engineering and relevant experience(s) more than 10 years with registration in respective professional body for project documentation, progress study & adjustment, preparation of project material schedule and testing schedule for approval etc. & jobs assigned by the HOPE or his official, at site. (max. man month not greater than 1/4 of initial contract duration or contract completion time whichever is less & payment for the item subject to submission of CV & approved by HOPE or his authorized officer).","per
month",120000.0,120000.0,120000.0,120000.0
PWD,01.10,"Providing transport facilities for quality control part of project which includes carrying test samples, work samples, report collection & emergency services of project including cost of fuel, driver, maintenance etc. (Total duration is 1/2 of the initial contract duration or contract completion time whichever is less).","per
month",70000.0,70000.0,70000.0,70000.0
PWD,01.11.1,"6th to 9th floor, hoisting speed 40 m/min",per,17730.0,17730.0,17730.0,17730.0
PWD,01.11.2,"10th to 14th floor, hoisting speed 40 m/min",per,21470.0,21470.0,21470.0,21470.0
PWD,01.11.3,"15th to 19th floor, hoisting speed 50 m/min",per,25153.0,25153.0,25153.0,25153.0
PWD,01.11.4,"20th to 24th floor, hoisting speed 60 m/min",per,29151.0,29151.0,29151.0,29151.0
PWD,01.11.5,"25th to 29th floor, hoisting speed 60 m/min",per,32419.0,32419.0,32419.0,32419.0
PWD,02.1.1,Layout and marking for earthwork in excavation in foundation accepted by the Engineer-in-charge. [Plinth area of the structure shall be considered for measurement],sqm,19.0,19.0,18.0,18.0
PWD,02.1.2,Earthwork in excavation in foundation trenches up to 1.5 m depth and maximum 10 m lead,cum,168.0,165.0,153.0,153.0
PWD,02.1.3,Added rate for each additional 0.5 meter depth exceeding 1.5 meter.,cum,30.0,29.0,27.0,27.0
PWD,02.1.4,Added rate for each 1 m additional lead beyond 10 m.,cum,4.0,4.0,4.0,4.0
PWD,02.2,"Bailing out of trapped water caused by inundation or rain, by pump from foundation trenches.",hour,474.0,474.0,458.0,458.0
PWD,02.3,"Supplying of straight and strong borrak bamboo posts of having minimum 75 mm diameter althrough and driving the same vertically in the ground up to required depth by any means shaping the top of the post, all complete and accepted by the Engineer-in-charge.",meter,90.0,90.0,81.0,81.0
PWD,02.4,"Supplying of wooden ballah having an average diameter not less than 150 mm (without barks) at one third distance from larger end with a minimum end diameter of 100 mm for retaining purpose and driving to a depth as per design and drawing by any method including all arrangement for staging, hoisting, carrying etc. complete and accepted by the Engineer-in-charge.",meter,604.0,598.0,571.0,571.0
PWD,02.5,"Palisading work by supplying of bitumen drum sheet walling tied with 20 BWG G.I. wire fixing the same with already driven borrak bamboo posts with half split borrak bamboo runners @ 450mm c/c horizontally with iron nails, G.I wire etc. all complete and accepted by the Engineer-in-charge. (Rate is excluding the cost of bamboo post).",sqm,613.0,608.0,583.0,583.0
PWD,02.6,"Supplying and fitting-fixing horizontal bracing in palisading with half split wooden ballah having an average diameter not less than 150 mm with a minimum end diameter of 100 mm @ 450 mm c/c including supply of iron nails, gazals etc. complete approved and accepted by the Engineer-in-charge.",meter,227.0,226.0,218.0,218.0
PWD,02.7.1,Shore protection work during excavation in foundation trenches up to 1.5 m depth to protect loss due to damage of property by palisading accepted by the Engineer-in- charge. [The rate is including the cost of vertical post],sqm,712.0,706.0,673.0,673.0
PWD,02.7.2,"Shore protection work during excavation in foundation trenches beyond 1.5 m depth to protect loss due to damage of property by palisading accepted by the Engineer-in- charge, [The rate is including the cost of vertical post]",sqm,1047.0,1049.0,996.0,996.0
PWD,02.8,"Supply of 2 mm thick best quality geo-textile from approved manufacturer/origin and laying as per manufacturer’s instructions approved and accepted by the Engineer-in- charge. Before commencement of laying of geo-textile, the contractor must submit the method statement for carrying out this work including sample with evidence of origin and compliance certificate from independent testing laboratory for approval.",sqm,214.0,212.0,209.0,209.0
PWD,02.9,"Removing sludge or semi-liquid clay/substances etc. not suitable for pumping out or carrying by head load from the bottom of any marshy land, lake, ditch, pond by mixing fine local sand of minimum F.M. 0.8 to a proportion such that it can be carried to an intermediate point of disposal and cutting the same including stacking and spreading properly on a suitable place to dry in the sun for a certain days and dispose the dried sludge or clay to a safe distance etc. complete and accepted by Engineer-in-charge subject to submit method statement to the engineer in charge for carrying out the works including ultimate disposal of the sludge under this item for approval. However, engineer’s approval shall not relieve the Contractor of his responsibilities and obligations under the contract.",cum,1054.0,1044.0,969.0,969.0
PWD,02.10.1,"Sand filling in foundation trenches and plinth with sand having minimum F.M. 0.5 in 150 mm layers including leveling, watering and compaction to achieve minimum dry density of 95% with optimum moisture content (Modified proctor test) by ramming each layer up to finished level as per design supplied by the design office only, all complete and accepted by the Engineer-in-charge.",cum,1088.0,1093.0,1069.0,1069.0
PWD,02.10.2,"Sand filling in foundation trenches and plinth with sand having minimum F.M. 0.8 in 150 mm layers including leveling, watering and compaction to achieve minimum dry density of 95% with optimum moisture content (Modified proctor test) by ramming each layer up to finished level as per design supplied by the design office only, all complete and accepted by the Engineer-in-charge.",cum,1167.0,1169.0,1114.0,1114.0
PWD,02.10.3,"Sand filling in foundation trenches and plinth with sand having min. F.M. 1.2 in 150 mm in layers including leveling, watering and compaction to achieve minimum dry density of 95% with optimum moisture content (Modified proctor test) by ramming each layer up to finished level as per design supplied by the design office only, all complete and accepted by the Engineer-in-charge.",cum,1296.0,1301.0,1246.0,1246.0
PWD,02.10.4,"Sand filling in foundation trenches and plinth with sand having min. F.M. 2.2 in 150 mm layers including leveling, watering and compaction to achieve minimum dry density of 95% with optimum moisture content (Modified proctor test) by ramming each layer up to finished level as per design supplied by the design office only, all complete and accepted by the Engineer-in-charge.",cum,3257.0,3152.0,3176.0,3142.0
PWD,02.11,"50 mm downgraded picked jhama khoa consolidation in foundation trenches by mixing the same with best quality local sand (F.M. 1.2) in (2:1) (Khoa:Sand) proportion to achieve minimum dry density of 95% with optimum moisture content (Modified proctor test) including breaking and screening chips, laying and spreading in 150 mm layers uniformly and compacting etc. all complete and accepted by the Engineer-in-charge.",cum,6055.0,6039.0,5787.0,5787.0
PWD,02.12,"50 mm downgraded picked jhama khoa consolidation in foundation trenches by mixing in mixer machine with best quality local sand (F.M. 1.2) and cement in (1:6:12) (Cement:Sand:Khoa) proportion to achieve minimum dry density of 95% with optimum moisture content (Modified proctor test) including breaking and screening chips, laying and spreading in150 mm layers uniformly and compacting etc. all complete and accepted by Engineer-in-charge.",cum,7016.0,7005.0,6771.0,6771.0
PWD,02.13,"Earth filling in foundation trenches and plinth in 150 mm layer with earth available within 90 m of the building site to achieve minimum dry density of 95% with optimum moisture content (Modified proctor test) including carrying watering, leveling, dressing and compacting to a specified percentage each layer up to finished level etc. all complete and accepted by Engineer-in-charge.",cum,207.0,202.0,189.0,189.0
PWD,02.14,"Cleaning and disposing of excavated earth from the construction site by truck or by any other means to a place within 30 km radius of the city or town area including loading & unloading at both ends, leveling and dressing the carried earth etc. complete and accepted by the Engineer-in-charge.",cum,756.0,751.0,686.0,686.0
PWD,02.15,"Earth filling in foundation trenches and plinth in 150 mm layers with carted earth carried by truck or by any other means including loading and unloading at both ends, leveling, watering and compacting to achieve minimum dry density of 95% with optimum moisture content (modified proctor test) including local carriage each layer up to finished level including cost of water and test (carried from beyond 300 m) etc. all complete and accepted by the Engineer-in- charge.",cum,709.0,706.0,639.0,639.0
PWD,02.16.1,By other method/means than dredging.,cum,760.0,755.0,685.0,685.0
PWD,02.16.2,By dredging including necessary systems thereof.,cum,510.0,509.0,459.0,459.0
PWD,02.17,"Mechanical compaction of earth beyond plinth area, required for pre-approved specific engineering purpose in 150 mm layers including levelling, watering and consolidation each layer with chain dozer, grader, roller etc. to achieve minimum dry density of 95% with optimum moisture content (modified proctor test) up to finished level all complete and accepted by the engineer-in-charge subjected to submission of the method statement.",cum,222.0,219.0,208.0,208.0
PWD,02.18.1,For initial lead of 30 m and lift of 1.5 m,cum,259.0,255.0,236.0,236.0
PWD,02.18.2,Added for each additional lift of 0.3 m beyond 1.5 m and up to 3 m,cum,9.0,9.0,8.0,8.0
PWD,02.18.3,Added for each additional lift of 0.3 m beyond 3 m and up to 4.5 m,cum,13.0,13.0,12.0,12.0
PWD,02.18.4,Added for each additional lift of 0.3 m beyond 4.5 m and up to 6 m,cum,19.0,19.0,17.0,17.0
PWD,02.18.5,Added for each additional lead of 30 m or part thereof beyond initial lead 30 meter,cum,35.0,34.0,31.0,31.0
PWD,02.19.1,"Bailing out water by 1 cusec diesel operated pump including hire charge of pump, fuel, operator, spares and maintenance etc. all complete and accepted by the Engineer-in-charge.",per hour,677.0,670.0,644.0,644.0
PWD,02.19.2,"Bailing out water by 1 cusec electricity operated pump including hire charge of pump, fuel, operator, spares and maintenance etc. all complete and accepted by the Engineer-in-charge.",per hour,562.0,556.0,530.0,530.0
PWD,03.1.1,"One layer brick flat soling in foundation or in floor with first class/picked jhama bricks (BDS 208) including preparation of bed and filling the interstices with local sand, leveling etc. complete and accepted by the Engineer-in-charge.",sqm,636.0,634.0,607.0,607.0
PWD,03.1.2,"One layer brick flat soling in foundation or in floor with sand cement solid block (SCSB) (240x114x70) mm including preparation of bed and filling the interstices with local sand, leveling etc. complete and accepted by the Engineer-in-charge.",sqm,597.0,595.0,591.0,591.0
PWD,03.2.1,"One layer Herringbone bond (HBB) brick soling in foundation or in floor with first class/picked jhama bricks (BDS 208) including preparation of bed and filling the interstices with local sand, leveling including supply of water, other charges, costs of tools and plants etc. all complete and accepted by the Engineer-in-charge.",sqm,1001.0,998.0,958.0,958.0
PWD,03.2.2,"One layer Herringbone bond (HBB) brick soling in foundation or in floor with sand cement solid block (SCSB) (240x114x70) mm including preparation of bed and filling the interstices with local sand, leveling including supply of water, other charges, costs of tools and plants etc. all complete and accepted by the Engineer-in-charge.",sqm,999.0,996.0,989.0,989.0
PWD,03.3.1,"Brick on end edging with 1st class brick (BDS 208) including preparation of bed and filling the interstices with local sand, leveling, maintaining alignment and grid etc. all complete and accepted by the Engineer-in-charge.",meter,152.0,151.0,145.0,145.0
PWD,03.3.2,"Brick on end edging with Automatic machine made 1st class brick (240x114x70) mm including preparation of bed and filling the interstices with local sand, leveling, maintaining alignment and grid etc. all complete and accepted by the Engineer-in-charge.",meter,182.0,181.0,180.0,180.0
PWD,03.3.3,"Brick on end edging with Sand Cement Solid block (SCSB) (240x114x70) mm including preparation of bed and filling the interstices with local sand, leveling, maintaining alignment and grid etc. all complete and accepted by the Engineer-in-charge.",meter,152.0,151.0,150.0,150.0
PWD,03.4.1,"Lean/ blinding concrete in foundation (1:3:6) with cement, brick chips and sand of F.M. 1.2",cum,9362.0,9347.0,9083.0,9083.0
PWD,03.4.2,"Lean/ blinding concrete in floor (1:3:6) with cement, brick chips and sand of F.M. 1.2",cum,9259.0,9244.0,8971.0,8971.0
PWD,03.5.1,Mass concrete in foundation (1:2:4) with brick chips and local sand of F.M. 1.2.,cum,10504.0,10489.0,10224.0,10224.0
PWD,03.5.2,Mass concrete in floor (1:2:4) with brick chips and local sand of F.M. 1.2.,cum,10458.0,10444.0,10175.0,10175.0
PWD,03.6.1,"75 mm thick damp proof course (1:1.5:3) with cement, Sylhet sand (F.M. 2.2) and stone chips.",sqm,1597.0,1594.0,1535.0,1521.0
PWD,03.6.2,"150 mm thick damp proof course (1:1.5:3) with cement, Sylhet sand (F.M. 2.2), stone chips and water-proofing admixture/agent approved by Engineer-in-charge.",cum,16534.0,16532.0,16028.0,15844.0
PWD,03.7,Supplying and laying of single layer polythene sheet weighing one kilogram per 6.5 square meter in floor or anywhere below cement concrete complete in all respect and accepted by Engineer-in-charge.,sqm,47.0,47.0,46.0,46.0
PWD,04.1,"Brick works with first class bricks with cement sand (F.M. 1.2) mortar (1:6) in foundation and plinth, filling the joints/interstices fully with mortar, racking out the joints, cleaning and soaking the bricks at least for 24 hours before use and curing at least for 7 days etc. all complete including cost of water, electricity and other charges and accepted by the Engineer-in-charge.(Cement: CEM-II/B-M)",cum,9140.0,9112.0,8744.0,8744.0
PWD,04.2,"Brick works of width one brick or one and a half brick length of first class bricks with cement sand (F.M. 1.2) mortar (1:6) in superstructure including raking out joints, filling the interstices with mortar, cleaning and soaking the bricks at least for 24 hours before use and washing of sand, necessary scaffolding, curing at least for 7 days etc. all complete (measurement to given as 250 mm width for one brick length and 375 mm for one brick and a half brick length) and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",cum,9785.0,9747.0,9340.0,9340.0
PWD,04.3,"Brick works with first class bricks with cement sand (F.M. 1.2) mortar (1:4) in exterior walls including filling the interstices with mortar, raking out joints, cleaning and socking the bricks at least for 24 hours before use and washing of sand, necessary scaffolding, curing at least for 7 days etc. all complete including cost of water, electricity and other charges (measurement to given as 250 mm width for one brick length and 375 mm for one brick and a half brick length) accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",cum,10097.0,10060.0,9657.0,9657.0
PWD,04.4,"Exposed brick works (for exterior wall without outside plaster) with special quality sorted out first class bricks, very carefully laid in cement sand (F.M. 1.2) mortar (1:4) in superstructure with uniform width and depth of joints, true to vertical and horizontal lines including raking out joints, scaffolding, soaking the bricks at least for 24 hours before use, washing and screening of sand, curing at least for 7 days and high class flush pointing with cement sand (F.M. 1.2) mortar (1:1) including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in- charge. (Cement: CEM-II/B-M) In ground floor",cum,11017.0,10979.0,10534.0,10534.0
PWD,04.5,"Exposed brick works (for exterior wall without outside plaster) with automatic machine made first class bricks, very carefully laid in cement sand (F.M. 1.2) mortar (1:4) in superstructure with uniform width and depth of joints, true to vertical and horizontal lines including raking out joints, scaffolding, soaking the bricks at least for 24 hours before use, washing and screening of sand, curing at least for 7 days and high class flush pointing with cement sand (F.M. 1.2) mortar 1:1) including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in- charge. (Cement: CEM-II/B-M) In ground floor",cum,11828.0,11789.0,11606.0,11606.0
PWD,04.6,"Brick works with 10 holes machine made bricks of approved size (241 mm x 114 mm x 70 mm) having uniform colour carefully laid in cement sand (F.M. 1.2) mortar (1:4) in superstructure with uniform width and depth of joints, true to vertical and horizontal lines including raking out joints, filling the interstices with mortar, cleaning and soaking bricks at least for 24 hours before use and washing and screening of sand, necessary scaffolding, curing at least for 7 days and pointing with cement sand (F.M. 1.2) mortar (1:2) including cost of water, electricity and other charges etc. complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",cum,13687.0,13648.0,13465.0,13465.0
PWD,04.7,"Brick work with 241 mm x 114 mm x 70 mm size machine made solid klinker facing bricks having uniform colour carefully laid in cement sand (F.M. 1.2) mortar (1:4) in superstructure with uniform width and depth of joints, true to vertical and horizontal lines including raking out joints, filling the interstices with mortar, cleaning and soaking bricks at least for 24 hours before use and washing and screening of sand, necessary scaffolding, curing at least for 7 days and pointing with cement sand (F.M. 1.2) mortar (1:2) including cost of water, electricity and other charges etc. complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",cum,11029.0,10993.0,10816.0,10816.0
PWD,04.8,"Brick works with 241 mm x 114 mm x 70 mm size 10 hole machine made rock-face or textured klinker facing bricks having uniform colour carefully laid in cement sand (F.M. 1.2) mortar (1:4) in superstructure with uniform width and depth of joints, true to vertical and horizontal lines including raking out joints, filling the interstices with mortar, cleaning and soaking bricks at least for 24 hours before use and washing and screening of sand, necessary scaffolding, curing at least for 7 days and pointing with cement sand (F.M. 1.2) mortar (1:2) including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in- charge. (Cement: CEM-II/B-M) In ground floor",cum,13442.0,13410.0,13248.0,13248.0
PWD,04.9,"Brick works with 241 mm x 114 mm x 70 mm size 3 hole machine made reinforced klinker facing bricks having uniform colour carefully laid in cement sand (F.M.1.2) mortar (1:4) in superstructure with uniform width and depth of joints, true to vertical and horizontal lines including raking out joints, filling the interstices with mortar, cleaning and soaking bricks at least for 24 hours before use and washing and screening of sand, necessary scaffolding, curing at least for 7 days and pointing with cement sand (F.M. 1.2) mortar (1:2) including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",cum,15412.0,15371.0,15214.0,15212.0
PWD,04.10,Added cost for each additional floor above ground floor for brick works (Item No.- 4.2 to 4.9),cum,179.0,175.0,162.0,162.0
PWD,04.11,"Added cost for brick work for each additional meter (or part of meter) free height of brick wall beyond 4 m from the respective floor in auditorium, godown, overhead water tank etc. as description of the Item No. 4.2 to 4.9 including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (Added cost shall be incorporated in the estimate only when both sides of wall is uninterruptedly free beyond 4.0 meter)",cum,226.0,0,0,224.0
PWD,04.12,"Providing brick works for 200 mm x 100 mm facing in superstructure with 200 mm x 100 mm x 50 mm machine made klinker hard pressed facing bricks of approved quality with cement sand (F.M. 1.2) mortar (1:4), including racking out joints, cutting the bricks to required size wherever necessary including high class recessed pointing, cleaning and soaking the bricks at least for 24 hours before use and washing and screening of sand, necessary scaffolding, curing at least for 7 days for all floors up to 4th floor including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (100 mm x 200 mm face should be placed for facing). (Cement: CEM-II/B-M) In ground floor",sqm,2033.0,0,0,2025.0
PWD,04.13,"Providing brick works for 200 mm x 50 mm facing in superstructure with 200 mm x 50 mm x 50 mm machine made hard pressed klinker facing red or maroon strips of approved quality with 20 mm thick cement sand (F.M.1.2) mortar (1:4), 10 mm thick cement mortar in adjacent sides including racking out joints and cutting the bricks to required sizes wherever necessary with high class recessed pointing, cleaning and soaking the bricks for at least 24 hours before use and washing of sand, necessary scaffolding, curing at least for 7 days for all floors up to 4th floor including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",sqm,2934.0,0,0,2926.0
PWD,04.14.1,With 200 mm x 62 mm x 16.51 mm red strip,sqm,2662.0,0,0,2654.0
PWD,04.14.2,With 200 mm x 62 mm x 12.7 mm beige strip,sqm,2903.0,0,0,2895.0
PWD,04.14.3,With 200 mm x 62 mm x 8.9 mm red strip,sqm,2476.0,0,0,2468.0
PWD,04.14.4,With 241 mm x 70 mm x 12.7 mm red strip,sqm,2937.0,0,0,2929.0
PWD,04.14.5,With 242 mm x 70 mm x 12.7 mm matt glazed textured strip,sqm,0,3365.0,0,0
PWD,04.15,"125 mm brick work with first class bricks with cement sand (F.M. 1.2) mortar (1:6) and making bond with connected walls including necessary scaffolding, raking out joints, cleaning and soaking the bricks for at least 24 hours before use and washing of sand, curing at least for 7 days in all floors including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",sqm,1373.0,1367.0,1309.0,1309.0
PWD,04.16,"125 mm brick works with first class bricks with cement sand (F.M. 1.2) mortar (1:4) and making bond with connected walls including necessary scaffolding, raking out joints, cleaning and soaking the bricks for at least 24 hours before use and washing of sand, curing at least for 7 days in all floors including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",sqm,1408.0,1403.0,1346.0,1346.0
PWD,04.17,"Exposed 125 mm thick pointing ornamental brick work with sorted out first class bricks with cement sand (F.M. 1.2) mortar (1:4) and making bond with connected walls including necessary scaffolding, raking out joints, cleaning and soaking the bricks for at least 24 hours before use and washing of sand, curing at least for 7 days in all floors including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",sqm,1715.0,1708.0,1637.0,1637.0
PWD,04.18,"Exposed 125 mm thick pointing ornamental brick work with automatic machine made first class bricks with cement sand (F.M. 1.2) mortar (1:4) and making bond with connected walls including necessary scaffolding, raking out joints, cleaning and soaking the bricks for at least 24 hours before use and washing of sand, curing at least for 7 days in all floors including cost of water, electricity and other charges etc. all complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",sqm,1771.0,1764.0,1728.0,1728.0
PWD,04.19,"Providing 125 mm thick brick work in superstructure (partition walls) with cement sand (F.M. 1.2) mortar (1:4) with 10 hole machine made ceramic bricks of approved size having uniform colour, carefully laid in cement mortar of uniform width & depth of joints, true to vertical and horizontal lines including racking out joints, filling the interstices with same mortar, making bond with connected walls, cleaning, soaking brick at least 24 hours and washing of sand, curing 7 days in all floors, including cost of water, electricity and other charges accepted by the Engineer-in-charge. (Cement: CEM-II/B-M) In ground floor",sqm,1926.0,1920.0,1890.0,1890.0
PWD,04.20.1,With design block size: 114 mm x 114 mm x 114 mm or equivalent volume & design. In ground floor,sqm,4568.0,4557.0,4503.0,4503.0
PWD,04.20.2,With design block size: 140 mm x 140 mm x 102 mm or equivalent volume & design. In ground floor,sqm,3270.0,3260.0,3208.0,3208.0
PWD,04.20.3,With design block size: 152 mm x 152 mm x 102 mm or 152 mm x 152 mm x 114 mm or equivalent volume and design. In ground floor,sqm,3020.0,3010.0,2958.0,2958.0
PWD,04.20.4,With design block size: 203 mm x 203 mm x 108 mm or equivalent volume and design. In ground floor,sqm,2264.0,2253.0,2208.0,2208.0
PWD,04.20.5,With design block size: 203 mm x 121 mm x 102 mm or equivalent volume and design. In ground floor,sqm,2486.0,2475.0,2430.0,2430.0
PWD,04.20.6,With design block size: 152 mm x 152 mm x 152 mm or equivalent volume and design. In ground floor,sqm,3020.0,3010.0,2958.0,2958.0
PWD,04.20.7,With design block size: 241 mm x 114 mm x 70 mm or equivalent volume and design. In ground floor,sqm,2418.0,2408.0,2356.0,2356.0
PWD,04.21,Added cost for each additional floor above ground floor for brick and screen block works (Item No.- 4.12 to 4.20),sqm,29.0,29.0,26.0,26.0
PWD,04.22.1,100 mm thick flat brick pavement with 200 mm x 100 mm x 50 mm size klinker facing bricks.,sqm,3172.0,3159.0,3114.0,3114.0
PWD,04.22.2,50 mm thick brick on edge pavement with 200 mm x 100 mm x 50 mm klinker paving bricks in 1:4 cement sand mortar having 200 mm x 100 mm face at top.,sqm,1939.0,1928.0,1891.0,1891.0
PWD,04.22.3,50 mm thick brick pavement with 200 mm x 50 mm x 50 mm klinker facing bricks.,sqm,2854.0,2843.0,2801.0,2801.0
PWD,04.23,"125 mm thick brick pavement or flooring with first class brick on edge with cement sand (F.M. 1.2) mortar (1:4) on minimum 12 mm thick cement sand (F.M. 1.2) mortar (1:4) including cutting the bricks as per requirement, cleaning and racking out joints, finishing with flush pointing with cement sand (F.M. 1.2) mortar (1:2) and curing for at least 7 days etc. including cost of water, washing and screening of sand (F.M. 1.2), electricity and other charges complete and accepted by the Engineer-in-charge. (Cement: CEM-II/B-M)",sqm,1625.0,1615.0,1546.0,1546.0
